gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	transcript_id	Arabidopsis_Genes	KO_ID	Pathway_ID	Pathway_Description	SwissProt_Accession	SwissProt_Full	GO_ID	GO_Description	GO_Level	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	eggNOG_GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
CP0070	0.00000000000000000000000000000000000000000000000000000970317855782337	0.34671101540881	0.746	0.618	0.000000000000000000000000000000000000000000000000447335937872773	2	/	/																												
Cau.Cau3AG000998	0.0000000000000000000000000000000000000000000000000000156107410458167	0.447587391498956	0.418	0.294	0.000000000000000000000000000000000000000000000000719686383694241	2	/	AT1G34750	K19704	map04011	MAPK signaling pathway - yeast	Q9S9Z7	sp|Q9S9Z7|P2C10_ARATH	GO:0005575;GO:0005623;GO:0005886;GO:0016020;GO:0044464;GO:0071944	cellular_component;obsolete cell;plasma membrane;membrane;obsolete cell part;cell periphery	cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component	2711.XP_006472599.1	2.83e-200	555.0	COG0631@1|root,KOG0698@2759|Eukaryota,37IQ0@33090|Viridiplantae,3G7MQ@35493|Streptophyta	35493|Streptophyta	T	phosphatase 2C	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.1.3.16	ko:K17506,ko:K19704	ko04011,map04011	-	-	-	ko00000,ko00001,ko01000,ko01009	-	-	-	PP2C
Cau.Cau1BG001862	0.0000000000000000000000000000000000000000000000000000183369302810183	0.371609909252252	0.62	0.495	0.000000000000000000000000000000000000000000000000845369159815505	2	transcript:AT1G53570.4	AT1G53570	K04420;K04420;K04420	map04010;map04540;map04912	MAPK signaling pathway;Gap junction;GnRH signaling pathway	F4HRJ4	sp|F4HRJ4|M3K3A_ARATH	GO:0003674;GO:0003824;GO:0004672;GO:0004674;GO:0006464;GO:0006468;GO:0006793;GO:0006796;GO:0006807;GO:0006950;GO:0006979;GO:0008150;GO:0008152;GO:0009987;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0016773;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0046777;GO:0050896;GO:0071704;GO:0140096;GO:1901564	molecular_function;catalytic activity;protein kinase activity;protein serine/threonine kinase activity;cellular protein modification process;protein phosphorylation;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;response to stress;response to oxidative stress;biological_process;metabolic process;cellular process;kinase activity;phosphorylation;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;protein metabolic process;protein modification process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;protein autophosphorylation;response to stimulus;organic substance metabolic process;catalytic activity, acting on a protein;organonitrogen compound metabolic process	molecular_function;molecular_function;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;biological_process;molecular_function;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;biological_process	2711.XP_006464984.1	0.0	1123.0	KOG0198@1|root,KOG0198@2759|Eukaryota,37KQM@33090|Viridiplantae,3GERZ@35493|Streptophyta	35493|Streptophyta	T	Mitogen-Activated Protein Kinase Kinase Kinase	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046777,GO:0050896,GO:0071704,GO:0140096,GO:1901564	2.7.11.25	ko:K04420	ko04010,ko04540,ko04912,map04010,map04540,map04912	M00688,M00689,M00690	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase
Cau.Cau7BG000168	0.000000000000000000000000000000000000000000000000000308915936289089	0.30053484249159	0.54	0.406	0.0000000000000000000000000000000000000000000000142416424947996	2	/	AT5G13200				Q9LYV6	sp|Q9LYV6|GEML5_ARATH				2711.XP_006483023.1	2.5e-184	513.0	28N1M@1|root,2QPZX@2759|Eukaryota,37RVN@33090|Viridiplantae,3GBPV@35493|Streptophyta	35493|Streptophyta	S	GEM-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GRAM
Cau.Cau2BG000627	0.00000000000000000000000000000000000000000000000000149033496424535	0.50691917137427	0.27	0.172	0.000000000000000000000000000000000000000000000068707422521639	2	transcript:AT2G20562.1	/				O82275	sp|O82275|TAX1_ARATH				2711.XP_006470161.1	3.02e-45	148.0	2C432@1|root,2S5CY@2759|Eukaryota,37WBU@33090|Viridiplantae,3GK7G@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cau.Cau4AG000533	0.00000000000000000000000000000000000000000000000000182989334293599	0.442724032810313	0.27	0.169	0.0000000000000000000000000000000000000000000000843617428960349	2	transcript:AT3G53330.1	/				O82081	sp|O82081|UCC1_ARATH				2711.XP_006475878.1	1.3e-183	519.0	2BD6H@1|root,2QVXK@2759|Eukaryota,37RWU@33090|Viridiplantae,3G7GB@35493|Streptophyta	35493|Streptophyta	S	Blue copper	-	-	-	-	-	-	-	-	-	-	-	-	Cu_bind_like
Cau.Cau6BG000497	0.00000000000000000000000000000000000000000000000000744269892263742	0.565525914689333	0.281	0.182	0.00000000000000000000000000000000000000000000034312330573143	2	/	/				Q9ZU95	sp|Q9ZU95|NUD17_ARATH				85681.XP_006430600.1	2.86e-139	393.0	COG0494@1|root,KOG2839@2759|Eukaryota,37T26@33090|Viridiplantae,3GHXY@35493|Streptophyta	35493|Streptophyta	T	Nudix hydrolase	-	-	3.6.1.52	ko:K07766	-	-	-	-	ko00000,ko01000	-	-	-	NUDIX
Cau.Cau8AG001319	0.0000000000000000000000000000000000000000000000000108360786916034	0.447603290998981	0.312	0.2	0.000000000000000000000000000000000000000000000499564899840298	2	/	AT2G27260				Q8VZ13	sp|Q8VZ13|Y1816_ARATH				2711.XP_006481532.1	2.31e-180	502.0	2AQW4@1|root,2RZJV@2759|Eukaryota,37UF4@33090|Viridiplantae,3GIK4@35493|Streptophyta	35493|Streptophyta	S	YLS9-like	-	-	-	-	-	-	-	-	-	-	-	-	LEA_2
Cau.Cau6AG001152	0.0000000000000000000000000000000000000000000000000930577920054655	0.483193171830647	0.293	0.192	0.00000000000000000000000000000000000000000000429015032703597	2	transcript:AT1G66550.2	/				K4BIZ9	sp|K4BIZ9|WRK70_SOLLC	GO:0001101;GO:0002218;GO:0002252;GO:0002253;GO:0002376;GO:0002682;GO:0002684;GO:0003674;GO:0003700;GO:0006355;GO:0006950;GO:0006952;GO:0006955;GO:0007154;GO:0007165;GO:0008150;GO:0009605;GO:0009607;GO:0009617;GO:0009620;GO:0009627;GO:0009682;GO:0009719;GO:0009725;GO:0009751;GO:0009753;GO:0009755;GO:0009814;GO:0009862;GO:0009863;GO:0009864;GO:0009867;GO:0009889;GO:0009890;GO:0009892;GO:0009987;GO:0010033;GO:0010200;GO:0010243;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0010629;GO:0014070;GO:0019219;GO:0019222;GO:0023052;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0031347;GO:0031349;GO:0032870;GO:0035690;GO:0042221;GO:0042493;GO:0042742;GO:0043207;GO:0045087;GO:0045088;GO:0045089;GO:0045892;GO:0045934;GO:0046677;GO:0048518;GO:0048519;GO:0048523;GO:0048583;GO:0048584;GO:0048831;GO:0050776;GO:0050778;GO:0050789;GO:0050793;GO:0050794;GO:0050832;GO:0050896;GO:0051093;GO:0051171;GO:0051172;GO:0051239;GO:0051241;GO:0051252;GO:0051253;GO:0051704;GO:0051707;GO:0051716;GO:0060255;GO:0065007;GO:0070887;GO:0071229;GO:0071236;GO:0071310;GO:0071395;GO:0071407;GO:0071446;GO:0071495;GO:0080090;GO:0080134;GO:0098542;GO:0140110;GO:1900055;GO:1900056;GO:1901698;GO:1901700;GO:1901701;GO:1902679;GO:1903506;GO:1903507;GO:1905622;GO:2000024;GO:2000026;GO:2000112;GO:2000113;GO:2001141	response to acid chemical;activation of innate immune response;immune effector process;activation of immune response;immune system process;regulation of immune system process;positive regulation of immune system process;molecular_function;DNA-binding transcription factor activity;regulation of transcription, DNA-templated;response to stress;defense response;immune response;cell communication;signal transduction;biological_process;response to external stimulus;response to biotic stimulus;response to bacterium;response to fungus;systemic acquired resistance;induced systemic resistance;response to endogenous stimulus;response to hormone;response to salicylic acid;response to jasmonic acid;hormone-mediated signaling pathway;defense response to other organism;systemic acquired resistance, salicylic acid mediated signaling pathway;salicylic acid mediated signaling pathway;induced systemic resistance, jasmonic acid mediated signaling pathway;jasmonic acid mediated signaling pathway;regulation of biosynthetic process;negative regulation of biosynthetic process;negative regulation of metabolic process;cellular process;response to organic substance;response to chitin;response to organonitrogen compound;regulation of gene expression;regulation of macromolecule biosynthetic process;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of gene expression;response to organic cyclic compound;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;signaling;regulation of cellular metabolic process;negative regulation of cellular metabolic process;regulation of cellular biosynthetic process;negative regulation of cellular biosynthetic process;regulation of defense response;positive regulation of defense response;cellular response to hormone stimulus;cellular response to xenobiotic stimulus;response to chemical;response to xenobiotic stimulus;defense response to bacterium;response to external biotic stimulus;innate immune response;regulation of innate immune response;positive regulation of innate immune response;negative regulation of transcription, DNA-templated;negative regulation of nucleobase-containing compound metabolic process;response to antibiotic;positive regulation of biological process;negative regulation of biological process;negative regulation of cellular process;regulation of response to stimulus;positive regulation of response to stimulus;regulation of shoot system development;regulation of immune response;positive regulation of immune response;regulation of biological process;regulation of developmental process;regulation of cellular process;defense response to fungus;response to stimulus;negative regulation of developmental process;regulation of nitrogen compound metabolic process;negative regulation of nitrogen compound metabolic process;regulation of multicellular organismal process;negative regulation of multicellular organismal process;regulation of RNA metabolic process;negative regulation of RNA metabolic process;obsolete multi-organism process;response to other organism;cellular response to stimulus;regulation of macromolecule metabolic process;biological regulation;cellular response to chemical stimulus;cellular response to acid chemical;cellular response to antibiotic;cellular response to organic substance;cellular response to jasmonic acid stimulus;cellular response to organic cyclic compound;cellular response to salicylic acid stimulus;cellular response to endogenous stimulus;regulation of primary metabolic process;regulation of response to stress;defense response to other organism;transcription regulator activity;regulation of leaf senescence;negative regulation of leaf senescence;response to nitrogen compound;response to oxygen-containing compound;cellular response to oxygen-containing compound;negative regulation of RNA biosynthetic process;regulation of nucleic acid-templated transcription;negative regulation of nucleic acid-templated transcription;negative regulation of leaf development;regulation of leaf development;regulation of multicellular organismal development;regulation of cellular macromolecule biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;regulation of RNA biosynthetic process	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	2711.XP_006481203.1	7.09e-228	628.0	2A6Y9@1|root,2RYCZ@2759|Eukaryota,37UB3@33090|Viridiplantae,3GGNB@35493|Streptophyta	35493|Streptophyta	K	WRKY Transcription Factor	-	GO:0001101,GO:0002218,GO:0002252,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0003674,GO:0003700,GO:0006355,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009627,GO:0009682,GO:0009719,GO:0009725,GO:0009751,GO:0009753,GO:0009755,GO:0009814,GO:0009862,GO:0009863,GO:0009864,GO:0009867,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0014070,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031347,GO:0031349,GO:0032870,GO:0035690,GO:0042221,GO:0042493,GO:0042742,GO:0043207,GO:0045087,GO:0045088,GO:0045089,GO:0045892,GO:0045934,GO:0046677,GO:0048518,GO:0048519,GO:0048523,GO:0048583,GO:0048584,GO:0048831,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071395,GO:0071407,GO:0071446,GO:0071495,GO:0080090,GO:0080134,GO:0098542,GO:0140110,GO:1900055,GO:1900056,GO:1901698,GO:1901700,GO:1901701,GO:1902679,GO:1903506,GO:1903507,GO:1905622,GO:2000024,GO:2000026,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	WRKY
Cau.Cau1BG000655	0.00000000000000000000000000000000000000000000000166171959502522	0.258407074282272	0.695	0.553	0.0000000000000000000000000000000000000000000766085967698525	2	/	/	K00083;K00083;K00083	map00940;map01100;map01110	Phenylpropanoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites	Q9ZRF1	sp|Q9ZRF1|MTDH_FRAAN				2711.XP_006466345.1	1.3e-216	600.0	COG1064@1|root,KOG0023@2759|Eukaryota,37KEI@33090|Viridiplantae,3G8HT@35493|Streptophyta	35493|Streptophyta	Q	Dehydrogenase	-	-	1.1.1.195	ko:K00083	ko00940,ko01100,ko01110,map00940,map01100,map01110	M00039	R02593,R03918,R06570,R06571,R07437	RC00649	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
Cau.Cau2AG000817	0.0000000000000000000000000000000000000000000000023514753159319	0.538354957824422	0.289	0.191	0.000000000000000000000000000000000000000000108407715015092	2	/	/				Q9LYV6	sp|Q9LYV6|GEML5_ARATH				2711.XP_006468866.1	1.21e-209	579.0	28N1M@1|root,2QPZX@2759|Eukaryota,37RVN@33090|Viridiplantae,3GBPV@35493|Streptophyta	35493|Streptophyta	S	GEM-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GRAM
Cau.Cau8AG000437	0.0000000000000000000000000000000000000000000000129014609003196	0.412872870608793	0.334	0.226	0.000000000000000000000000000000000000000000594783150426533	2	transcript:AT4G33985.1	AT2G15590;AT2G15610;AT4G33985									85681.XP_006423016.1	5.07e-108	311.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37UU4@33090|Viridiplantae,3GJ7B@35493|Streptophyta	35493|Streptophyta	S	Protein of unknown function (DUF1685)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1685
Cau.Cau6BG001548	0.0000000000000000000000000000000000000000000000499667029050247	0.438698201844462	0.372	0.263	0.00000000000000000000000000000000000000000230356493732745	2	transcript:AT3G53630.1	/									2711.XP_006480753.1	3.16e-124	357.0	28KZK@1|root,2QTGF@2759|Eukaryota,37TN5@33090|Viridiplantae,3GHA7@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cau.Cau5AG003081	0.000000000000000000000000000000000000000000171960087256554	0.442731146571153	0.298	0.202	0.00000000000000000000000000000000000000792770394270167	2	/	AT1G02890;AT4G02480				F6QV99	sp|F6QV99|ATAD1_BOVIN				2711.XP_006479928.1	0.0	2372.0	COG0464@1|root,KOG0737@2759|Eukaryota,37IUV@33090|Viridiplantae,3G8DY@35493|Streptophyta	35493|Streptophyta	O	AAA-type ATPase family protein	-	-	-	-	-	-	-	-	-	-	-	-	AAA,FHA
Cau.Cau2AG000589	0.000000000000000000000000000000000000000000847577907292319	0.272108645290868	0.46	0.334	0.0000000000000000000000000000000000000390750366819905	2	transcript:AT5G14420.2	AT1G24545;AT1G67800;AT3G01650;AT5G14420				Q9LY87	sp|Q9LY87|RGLG2_ARATH	GO:0000209;GO:0003674;GO:0003824;GO:0004842;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005886;GO:0006464;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009308;GO:0009690;GO:0009787;GO:0009789;GO:0009850;GO:0009966;GO:0009967;GO:0009987;GO:0010646;GO:0010647;GO:0010817;GO:0016020;GO:0016567;GO:0016740;GO:0019538;GO:0019787;GO:0023051;GO:0023056;GO:0032446;GO:0034754;GO:0036211;GO:0042445;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044424;GO:0044464;GO:0046483;GO:0048518;GO:0048519;GO:0048522;GO:0048583;GO:0048584;GO:0048585;GO:0050789;GO:0050794;GO:0065007;GO:0065008;GO:0070534;GO:0070647;GO:0071704;GO:0071944;GO:0080134;GO:0080148;GO:0140096;GO:1901419;GO:1901421;GO:1901564;GO:1905957;GO:1905959;GO:2000070	protein polyubiquitination;molecular_function;catalytic activity;ubiquitin-protein transferase activity;cellular_component;intracellular anatomical structure;obsolete cell;nucleus;plasma membrane;cellular protein modification process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;biological_process;metabolic process;amine metabolic process;cytokinin metabolic process;regulation of abscisic acid-activated signaling pathway;positive regulation of abscisic acid-activated signaling pathway;auxin metabolic process;regulation of signal transduction;positive regulation of signal transduction;cellular process;regulation of cell communication;positive regulation of cell communication;regulation of hormone levels;membrane;protein ubiquitination;transferase activity;protein metabolic process;ubiquitin-like protein transferase activity;regulation of signaling;positive regulation of signaling;protein modification by small protein conjugation;cellular hormone metabolic process;protein modification process;hormone metabolic process;macromolecule metabolic process;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;obsolete intracellular part;obsolete cell part;heterocycle metabolic process;positive regulation of biological process;negative regulation of biological process;positive regulation of cellular process;regulation of response to stimulus;positive regulation of response to stimulus;negative regulation of response to stimulus;regulation of biological process;regulation of cellular process;biological regulation;regulation of biological quality;protein K63-linked ubiquitination;protein modification by small protein conjugation or removal;organic substance metabolic process;cell periphery;regulation of response to stress;negative regulation of response to water deprivation;catalytic activity, acting on a protein;regulation of response to alcohol;positive regulation of response to alcohol;organonitrogen compound metabolic process;regulation of cellular response to alcohol;positive regulation of cellular response to alcohol;regulation of response to water deprivation	biological_process;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;biological_process;molecular_function;biological_process;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;biological_process;biological_process;molecular_function;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	85681.XP_006446649.1	0.0	870.0	KOG1327@1|root,KOG1327@2759|Eukaryota,37IJH@33090|Viridiplantae,3GCD1@35493|Streptophyta	35493|Streptophyta	O	E3 ubiquitin-protein ligase	-	GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0006464,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009308,GO:0009690,GO:0009787,GO:0009789,GO:0009850,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0010817,GO:0016020,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0023051,GO:0023056,GO:0032446,GO:0034754,GO:0036211,GO:0042445,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0048585,GO:0050789,GO:0050794,GO:0065007,GO:0065008,GO:0070534,GO:0070647,GO:0071704,GO:0071944,GO:0080134,GO:0080148,GO:0140096,GO:1901419,GO:1901421,GO:1901564,GO:1905957,GO:1905959,GO:2000070	2.3.2.27	ko:K16280	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	Copine,zf-C3HC4_3
Cau.Cau6BG001775	0.00000000000000000000000000000000000000000137817660918296	0.496326755161584	0.448	0.346	0.0000000000000000000000000000000000000635366980365528	2	/	AT2G36950				Q9SJL2	sp|Q9SJL2|HIP5_ARATH	GO:0003674;GO:0005488;GO:0005507;GO:0043167;GO:0043169;GO:0046872;GO:0046914	molecular_function;binding;copper ion binding;ion binding;cation binding;metal ion binding;transition metal ion binding	molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function	2711.XP_006491714.1	1.06e-174	493.0	KOG1603@1|root,KOG1603@2759|Eukaryota,37MI4@33090|Viridiplantae,3GC38@35493|Streptophyta	35493|Streptophyta	P	Heavy-metal-associated domain-containing protein	-	GO:0003674,GO:0005488,GO:0005507,GO:0043167,GO:0043169,GO:0046872,GO:0046914	-	-	-	-	-	-	-	-	-	-	HMA
Cau.Cau6AG001388	0.0000000000000000000000000000000000000000014769482876931	0.425374062321897	0.432	0.327	0.0000000000000000000000000000000000000680902699592273	2	/	AT3G54040									2711.XP_006480931.1	4.76e-131	372.0	29UUN@1|root,2RXJH@2759|Eukaryota,37UB7@33090|Viridiplantae,3GHY3@35493|Streptophyta	35493|Streptophyta	S	PAR1 protein	-	-	-	-	-	-	-	-	-	-	-	-	PAR1
Cau.Cau7BG000265	0.00000000000000000000000000000000000000000325383296219992	0.491299268562912	0.303	0.208	0.000000000000000000000000000000000000150008207223341	2	/	AT2G02990				P80022	sp|P80022|RNLE_SOLLC	GO:0003674;GO:0003824;GO:0004518;GO:0004540;GO:0005575;GO:0005576;GO:0005618;GO:0005623;GO:0005886;GO:0006139;GO:0006725;GO:0006807;GO:0006950;GO:0007154;GO:0008150;GO:0008152;GO:0009058;GO:0009267;GO:0009605;GO:0009611;GO:0009718;GO:0009812;GO:0009813;GO:0009987;GO:0009991;GO:0016020;GO:0016036;GO:0016070;GO:0016787;GO:0016788;GO:0030312;GO:0031667;GO:0031668;GO:0031669;GO:0033554;GO:0034641;GO:0042440;GO:0042594;GO:0043170;GO:0044237;GO:0044238;GO:0044464;GO:0046148;GO:0046283;GO:0046483;GO:0050896;GO:0051716;GO:0071496;GO:0071704;GO:0071944;GO:0090304;GO:0090305;GO:0090501;GO:0140098;GO:1901360;GO:1901576	molecular_function;catalytic activity;nuclease activity;ribonuclease activity;cellular_component;extracellular region;cell wall;obsolete cell;plasma membrane;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;response to stress;cell communication;biological_process;metabolic process;biosynthetic process;cellular response to starvation;response to external stimulus;response to wounding;anthocyanin-containing compound biosynthetic process;flavonoid metabolic process;flavonoid biosynthetic process;cellular process;response to extracellular stimulus;membrane;cellular response to phosphate starvation;RNA metabolic process;hydrolase activity;hydrolase activity, acting on ester bonds;external encapsulating structure;response to nutrient levels;cellular response to extracellular stimulus;cellular response to nutrient levels;cellular response to stress;cellular nitrogen compound metabolic process;pigment metabolic process;response to starvation;macromolecule metabolic process;cellular metabolic process;primary metabolic process;obsolete cell part;pigment biosynthetic process;anthocyanin-containing compound metabolic process;heterocycle metabolic process;response to stimulus;cellular response to stimulus;cellular response to external stimulus;organic substance metabolic process;cell periphery;nucleic acid metabolic process;nucleic acid phosphodiester bond hydrolysis;RNA phosphodiester bond hydrolysis;catalytic activity, acting on RNA;organic cyclic compound metabolic process;organic substance biosynthetic process	molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;biological_process;biological_process;molecular_function;molecular_function;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;biological_process;biological_process;biological_process;molecular_function;biological_process;biological_process	85681.XP_006438697.1	8.11e-174	483.0	KOG1642@1|root,KOG1642@2759|Eukaryota,37NG0@33090|Viridiplantae,3GD7G@35493|Streptophyta	35493|Streptophyta	A	Belongs to the RNase T2 family	-	GO:0003674,GO:0003824,GO:0004518,GO:0004540,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009267,GO:0009605,GO:0009611,GO:0009718,GO:0009812,GO:0009813,GO:0009987,GO:0009991,GO:0016020,GO:0016036,GO:0016070,GO:0016787,GO:0016788,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034641,GO:0042440,GO:0042594,GO:0043170,GO:0044237,GO:0044238,GO:0044464,GO:0046148,GO:0046283,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0090501,GO:0140098,GO:1901360,GO:1901576	3.1.27.1	ko:K01166	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Ribonuclease_T2
