Cau.Cau1AG000933	sp|Q9SYG7|AL7B4_ARATH	82.8	505	87	0	4	508	4	508	7.96e-313	854
Cau.Cau1AG000935	sp|Q8NCG7|DGLB_HUMAN	34.7	167	91	8	174	334	358	512	1.16e-14	81.3
Cau.Cau1AG000936	sp|Q9XG77|PSA6_TOBAC	77.7	229	11	2	1	189	1	229	2.80e-117	336
Cau.Cau1AG000937	sp|A0A251PW43|DRO1_PRUPE	66.1	292	73	8	1	290	1	268	1.01e-114	334
Cau.Cau1AG000938	sp|Q8LFL8|LSM1B_ARATH	85.2	128	19	0	1	128	1	128	2.50e-74	219
Cau.Cau1AG000939	sp|Q8BXN9|TM87A_MOUSE	34.0	324	205	3	189	512	204	518	6.29e-46	172
Cau.Cau1AG000940	sp|Q9LZD3|E70A1_ARATH	35.0	637	332	13	9	627	66	638	1.66e-117	367
Cau.Cau1AG000941	sp|Q9M1L7|PRK3_ARATH	47.3	620	289	9	15	601	14	628	2.05e-143	434
Cau.Cau1AG000942	sp|Q9S7M2|TI10B_ARATH	32.3	220	84	5	4	158	12	231	4.73e-20	87.8
Cau.Cau1AG000943	sp|Q9LMA8|TI10A_ARATH	35.4	223	100	6	7	188	19	238	6.43e-23	95.9
Cau.Cau1AG000944	sp|Q9LQI9|UBP1B_ARATH	83.3	402	52	5	1	394	25	419	2.52e-239	660
Cau.Cau1AG000945	sp|Q940U6|FLU_ARATH	79.5	210	42	1	2	210	107	316	8.50e-111	322
Cau.Cau1AG000948	sp|Q9M667|RPP13_ARATH	28.1	722	402	31	275	959	187	828	9.67e-44	175
Cau.Cau1AG000949	sp|Q8L748|NU107_ARATH	71.2	1115	278	9	1	1088	1	1099	0.0	1532
Cau.Cau1AG000950	sp|F4IDB2|PHL_ARATH	51.0	1388	550	47	1	1323	1	1323	0.0	947
Cau.Cau1AG000951	sp|Q9FJB5|RP8L3_ARATH	26.4	738	485	20	365	1090	185	876	4.65e-45	180
Cau.Cau1AG000952	sp|Q9XG80|PLA21_ORYSJ	62.7	110	30	1	26	124	29	138	2.69e-47	151
Cau.Cau1AG000953	sp|P0C8S1|RP8L2_ARATH	26.6	488	329	11	156	633	409	877	8.17e-28	123
Cau.Cau1AG000954	sp|Q9LJH5|HAOX1_ARATH	75.5	359	88	0	6	364	5	363	1.14e-195	546
Cau.Cau1AG000955	sp|Q338N2|C3H62_ORYSJ	56.3	167	72	1	1	167	157	322	5.61e-55	191
Cau.Cau1AG000957	sp|Q9C9P4|KASC2_ARATH	67.2	433	142	0	60	492	109	541	2.90e-228	641
Cau.Cau1AG000958	sp|Q9C9P4|KASC2_ARATH	60.2	319	115	3	41	354	79	390	5.92e-124	370
Cau.Cau1AG000959	sp|Q9FJB5|RP8L3_ARATH	25.9	791	480	21	362	1118	160	878	1.86e-48	191
Cau.Cau1AG000960	sp|Q9LJH5|HAOX1_ARATH	80.6	124	24	0	2	125	206	329	6.11e-65	204
Cau.Cau1AG000961	sp|Q9LJH5|HAOX1_ARATH	56.3	151	40	1	6	156	5	129	5.89e-47	159
Cau.Cau1AG000962	sp|Q338N2|C3H62_ORYSJ	44.9	285	144	6	5	277	41	324	9.26e-59	206
Cau.Cau1AG000963	sp|Q9C9P4|KASC2_ARATH	64.9	416	146	0	60	475	109	524	1.43e-211	598
Cau.Cau1AG000964	sp|Q9LJH5|HAOX1_ARATH	75.8	359	87	0	6	364	5	363	4.65e-195	544
Cau.Cau1AG000965	sp|Q338N2|C3H62_ORYSJ	45.9	283	142	4	5	277	41	322	6.18e-66	227
Cau.Cau1AG000966	sp|Q9C9P4|KASC2_ARATH	59.4	497	173	4	4	488	62	541	7.63e-213	602
Cau.Cau1AG000967	sp|Q9C9P4|KASC2_ARATH	64.4	464	145	3	51	509	93	541	1.77e-216	612
Cau.Cau1AG000968	sp|Q94AU2|SC221_ARATH	93.6	218	14	0	1	218	1	218	2.60e-147	411
Cau.Cau1AG000969	sp|Q9LJH2|AKB1C_ARATH	58.6	304	119	4	178	481	159	455	6.52e-110	336
Cau.Cau1AG000970	sp|Q6NKR8|CORD1_ARATH	55.5	535	198	12	1	527	1	503	1.90e-163	476
Cau.Cau1AG000971	sp|Q9LJX0|AB19B_ARATH	43.0	1252	695	11	312	1554	8	1249	0.0	952
Cau.Cau1AG000972	sp|O80386|CIP7_ARATH	39.4	218	115	3	1	203	1	216	8.05e-33	142
Cau.Cau1AG000973	sp|Q9LJG8|ASIL2_ARATH	50.7	343	91	6	60	324	80	422	1.15e-72	234
Cau.Cau1AG000974	sp|F4HV65|DRMH4_ARATH	42.1	133	66	4	1	132	1	123	4.44e-20	82.4
Cau.Cau1AG000976	sp|Q9LQI7|CIA30_ARATH	82.2	225	38	1	1	223	1	225	5.75e-140	394
Cau.Cau1AG000977	sp|Q9SGU2|SAU71_ARATH	40.7	59	33	1	37	95	39	95	2.26e-08	51.2
Cau.Cau1AG000978	sp|Q0WUQ1|BAG1_ARATH	42.2	45	26	0	18	62	94	138	4.61e-06	46.2
Cau.Cau1AG000979	sp|Q9C9E1|SAU78_ARATH	54.7	137	41	5	1	135	1	118	2.96e-36	123
Cau.Cau1AG000980	sp|Q9SYG1|HS174_ARATH	59.9	152	56	3	9	155	3	154	1.03e-56	177
Cau.Cau1AG000981	sp|F4IDC2|SWA2_ARATH	61.9	934	298	16	9	913	8	912	0.0	984
Cau.Cau1AG000982	sp|O22518|RSSA_SOYBN	78.8	293	55	5	1	288	1	291	1.36e-157	445
Cau.Cau1AG000983	sp|Q94A27|SAC2_ARATH	62.8	755	267	9	2	749	3	750	5.52e-316	886
Cau.Cau1AG000984	sp|Q9SSA7|GLIP5_ARATH	44.1	161	64	5	16	150	24	184	1.02e-26	106
Cau.Cau1AG000985	sp|Q9FLN0|GLIP1_ARATH	54.1	353	156	5	26	374	22	372	3.58e-129	378
Cau.Cau1AG000986	sp|Q9FLN0|GLIP1_ARATH	54.7	344	147	5	45	380	31	373	1.78e-125	369
Cau.Cau1AG000987	sp|Q9SSA7|GLIP5_ARATH	64.1	345	116	3	40	382	46	384	8.59e-159	454
Cau.Cau1AG000989	sp|Q9LUM4|RAP22_ARATH	44.4	421	160	15	1	389	1	379	1.52e-86	270
Cau.Cau1AG000990	sp|Q9LUM3|SBT15_ARATH	78.0	751	157	5	34	778	27	775	0.0	1178
Cau.Cau1AG000991	sp|Q9FKK2|AGL62_ARATH	42.0	162	87	2	7	163	4	163	1.05e-26	107
Cau.Cau1AG000992	sp|P0DO11|FLZ17_ARATH	45.2	126	56	5	34	158	4	117	2.67e-26	99.4
Cau.Cau1AG000995	sp|Q54I81|EI2BA_DICDI	45.2	310	156	4	98	394	12	320	4.49e-78	246
Cau.Cau1AG000996	sp|Q9LUM1|LOR11_ARATH	45.2	210	103	7	4	205	25	230	5.70e-45	152
Cau.Cau1AG000997	sp|Q9LUM0|FAB1B_ARATH	61.5	1840	638	22	2	1826	5	1788	0.0	2062
Cau.Cau1AG001000	sp|Q9M4T8|PSA5_SOYBN	97.9	237	5	0	1	237	1	237	8.07e-165	457
Cau.Cau1AG001001	sp|Q9LDV4|ALAT2_ARATH	79.4	545	97	2	1	535	1	540	1.72e-317	868
Cau.Cau1AG001002	sp|Q43111|PME3_PHAVU	62.9	593	203	8	1	588	1	581	6.99e-249	699
Cau.Cau1AG001003	sp|O04886|PME1_CITSI	99.5	584	3	0	1	584	1	584	0.0	1127
Cau.Cau1AG001004	sp|Q9C552|PUM23_ARATH	56.1	776	308	10	1	772	1	747	2.04e-278	788
Cau.Cau1AG001006	sp|Q9SHI7|UBC34_ARATH	84.3	70	11	0	12	81	38	107	3.02e-40	135
Cau.Cau1AG001007	sp|Q9QYT7|PIGQ_MOUSE	33.1	251	158	3	359	604	273	518	3.52e-27	120
Cau.Cau1AG001008	sp|Q9SHI7|UBC34_ARATH	78.1	237	52	0	1	237	1	237	7.38e-129	366
Cau.Cau1AG001010	sp|P0C035|ATL60_ARATH	43.0	316	131	10	7	286	2	304	2.88e-61	200
Cau.Cau1AG001011	sp|Q9SKK8|ATL22_ARATH	55.6	45	20	0	51	95	327	371	2.27e-13	67.8
Cau.Cau1AG001013	sp|Q9FK30|OFT36_ARATH	65.2	574	181	9	1	563	1	566	2.20e-254	711
Cau.Cau1AG001014	sp|O13942|YEPC_SCHPO	32.8	128	74	5	77	194	46	171	1.26e-09	60.5
Cau.Cau1AG001015	sp|O64982|PRS7_PRUPE	98.6	426	5	1	1	426	1	425	2.20e-307	833
Cau.Cau1AG001016	sp|Q9C8M9|SRF6_ARATH	65.3	727	235	7	4	723	3	719	2.37e-262	744
Cau.Cau1AG001017	sp|F4JFU8|OBL1_ARATH	46.8	325	131	8	1	301	202	508	7.05e-82	260
Cau.Cau1AG001018	sp|A0A1S3ZP85|OBL1_TOBAC	60.9	555	166	4	11	517	21	572	4.89e-238	668
Cau.Cau1AG001019	sp|Q43128|PMA10_ARATH	76.6	858	201	0	1	858	1	858	0.0	1287
Cau.Cau1AG001020	sp|Q43128|PMA10_ARATH	80.7	952	178	2	1	951	1	947	0.0	1504
Cau.Cau1AG001021	sp|Q9C8I6|IOS1_ARATH	52.4	878	383	11	23	871	23	894	2.28e-268	771
Cau.Cau1AG001022	sp|Q43128|PMA10_ARATH	71.7	60	17	0	1	60	1	60	5.80e-20	84.7
Cau.Cau1AG001023	sp|O65924|Y2921_ARATH	52.8	875	378	15	16	868	20	881	3.77e-268	770
Cau.Cau1AG001024	sp|O64556|Y2923_ARATH	52.6	834	370	11	13	828	16	842	1.25e-264	761
Cau.Cau1AG001025	sp|O64556|Y2923_ARATH	46.0	884	364	12	3	786	1	871	3.39e-213	627
Cau.Cau1AG001026	sp|Q9C8I6|IOS1_ARATH	49.1	896	380	11	5	832	7	894	6.30e-255	736
Cau.Cau1AG001027	sp|O64556|Y2923_ARATH	48.7	618	293	9	6	606	3	613	6.06e-150	457
Cau.Cau1AG001028	sp|C0LGG4|Y1518_ARATH	59.0	117	48	0	14	130	554	670	1.15e-39	145
Cau.Cau1AG001029	sp|Q9C8I6|IOS1_ARATH	51.0	145	67	2	11	151	269	413	2.63e-45	160
Cau.Cau1AG001030	sp|Q9C8I6|IOS1_ARATH	54.3	199	88	3	7	205	7	202	6.69e-61	207
Cau.Cau1AG001031	sp|O65924|Y2921_ARATH	48.3	841	325	8	19	759	21	851	4.18e-233	678
Cau.Cau1AG001032	sp|Q8L799|MIOX1_ARATH	78.5	311	60	2	1	304	1	311	4.71e-183	509
Cau.Cau1AG001037	sp|O65924|Y2921_ARATH	43.6	838	362	7	57	789	24	855	5.26e-196	584
Cau.Cau1AG001038	sp|Q9LU14|APG2_ARATH	69.4	353	104	1	7	359	4	352	4.62e-182	511
Cau.Cau1AG001039	sp|Q9LU14|APG2_ARATH	62.3	355	131	1	1	355	1	352	1.27e-159	454
Cau.Cau1AG001040	sp|Q9LI74|CHUP1_ARATH	33.9	501	294	9	15	511	3	470	4.77e-54	202
Cau.Cau1AG001041	sp|Q94AA4|PFKA3_ARATH	81.4	463	85	1	55	517	1	462	6.04e-280	771
Cau.Cau1AG001042	sp|P29677|MPPA_SOLTU	65.9	505	171	1	1	505	1	504	1.90e-239	668
Cau.Cau1AG001043	sp|Q9ZU27|PPR76_ARATH	55.9	463	193	4	3	459	5	462	2.46e-113	357
Cau.Cau1AG001044	sp|Q0WW84|RB47B_ARATH	67.1	143	44	2	2	142	260	401	7.16e-57	187
Cau.Cau1AG001045	sp|P27061|PPA1_SOLLC	51.9	214	103	0	69	282	41	254	2.37e-81	248
Cau.Cau1AG001046	sp|P27061|PPA1_SOLLC	48.2	255	128	1	9	263	4	254	3.43e-86	260
Cau.Cau1AG001047	sp|P27061|PPA1_SOLLC	41.3	252	146	2	11	261	3	253	4.17e-69	216
Cau.Cau1AG001049	sp|Q9M7N0|PROF3_HEVBR	91.6	131	11	0	1	131	1	131	2.59e-91	263
Cau.Cau1AG001050	sp|Q9LVB9|OXS3_ARATH	56.7	97	29	3	84	169	72	166	1.04e-17	79.7
Cau.Cau1AG001052	sp|Q9LK76|IQD26_ARATH	54.5	409	117	11	1	396	1	353	3.32e-95	293
Cau.Cau1AG001053	sp|Q8VYW1|PAPS4_ARATH	72.6	413	103	4	1	404	142	553	2.50e-211	608
Cau.Cau1AG001054	sp|Q9SEK2|HXK1_TOBAC	76.0	470	113	0	27	496	27	496	2.17e-260	721
Cau.Cau1AG001055	sp|Q8LAL2|IAA26_ARATH	47.8	324	113	8	1	324	1	268	1.22e-74	233
Cau.Cau1AG001057	sp|F4IB81|LYK3_ARATH	67.3	657	195	7	15	663	7	651	5.90e-311	862
Cau.Cau1AG001058	sp|Q9LIG0|Y3136_ARATH	73.9	330	75	4	50	374	7	330	6.22e-183	513
Cau.Cau1AG001059	sp|Q9LIG0|Y3136_ARATH	68.0	172	55	0	1	172	159	330	7.47e-85	255
Cau.Cau1AG001061	sp|Q0WVF8|MMS19_ARATH	50.7	1155	543	10	1	1151	2	1134	0.0	1045
Cau.Cau1AG001062	sp|F4HQA1|PAF1_ARATH	63.2	524	164	7	156	676	90	587	4.64e-194	563
Cau.Cau1AG001063	sp|Q9LU15|AHP4_ARATH	72.4	116	32	0	21	136	9	124	2.00e-56	175
Cau.Cau1AG001064	sp|Q0JLP9|P2C06_ORYSJ	42.5	341	163	7	66	380	128	461	1.77e-74	242
Cau.Cau1AG001065	sp|Q7XC57|MYBS3_ORYSJ	52.1	349	122	14	1	340	1	313	7.69e-91	278
Cau.Cau1AG001066	sp|Q9CA83|MAOP4_ARATH	77.1	650	138	4	1	643	1	646	0.0	988
Cau.Cau1AG001067	sp|Q9XIE2|AB36G_ARATH	52.6	190	65	3	23	198	20	198	2.77e-49	175
Cau.Cau1AG001069	sp|Q9XI47|SHH1_ARATH	53.3	244	105	3	9	243	13	256	4.68e-82	249
Cau.Cau1AG001070	sp|Q852L0|HD16N_ORYSJ	76.1	616	134	5	92	707	104	706	4.67e-307	856
Cau.Cau1AG001073	sp|Q9ZU11|ATB15_ARATH	88.3	840	92	3	1	838	1	836	0.0	1460
Cau.Cau1AG001075	sp|Q9FYC1|CHX4_ARATH	36.5	802	459	16	21	780	22	815	4.82e-145	449
Cau.Cau1AG001077	sp|Q9FYC1|CHX4_ARATH	37.4	797	458	15	20	778	21	814	1.00e-147	456
Cau.Cau1AG001078	sp|Q9SRI1|SC13A_ARATH	80.5	302	58	1	1	301	1	302	1.76e-133	383
Cau.Cau1AG001080	sp|P69781|GAT12_ARATH	45.9	342	114	11	40	334	14	331	3.91e-74	234
Cau.Cau1AG001082	sp|O04326|NUP35_ARATH	73.0	333	83	5	1	330	1	329	2.42e-166	469
Cau.Cau1AG001083	sp|B9RQG7|CSPLF_RICCO	65.9	176	60	0	12	187	36	211	7.84e-73	221
Cau.Cau1AG001084	sp|A8MPR5|FTSI2_ARATH	76.2	879	199	4	1	878	1	870	0.0	1195
Cau.Cau1AG001085	sp|Q9SQN9|ENL07_ARATH	55.2	134	58	1	10	141	3	136	1.08e-50	164
Cau.Cau1AG001086	sp|Q92F42|RADA_LISIN	46.6	313	162	2	17	327	121	430	1.16e-90	282
Cau.Cau1AG001087	sp|Q9LYD3|DREB3_ARATH	58.2	182	53	4	48	212	35	210	2.02e-54	177
Cau.Cau1AG001089	sp|P0CT19|COX19_PYRO3	36.0	89	55	2	1	87	1	89	4.24e-10	55.1
Cau.Cau1AG001090	sp|Q9LU21|PNSB3_ARATH	62.8	199	66	5	1	192	1	198	4.36e-79	237
Cau.Cau1AG001091	sp|F4J1H7|RNZ4_ARATH	66.7	886	257	9	52	924	56	916	0.0	1138
Cau.Cau1AG001092	sp|Q9C5H4|MTV1_ARATH	59.8	719	247	15	1	706	1	690	2.47e-260	737
Cau.Cau1AG001094	sp|Q41951|TIP21_ARATH	84.8	244	36	1	3	245	4	247	8.40e-143	402
Cau.Cau1AG001097	sp|O48716|JGB_ARATH	34.3	338	204	6	85	411	89	419	2.57e-36	142
Cau.Cau1AG001098	sp|Q9FIJ2|NDUA2_ARATH	69.1	94	28	1	1	94	1	93	1.74e-42	137
Cau.Cau1AG001100	sp|Q38826|IAA8_ARATH	50.6	344	117	9	7	343	21	318	2.27e-95	289
Cau.Cau1AG001101	sp|Q9LVW6|THA8_ARATH	54.6	183	80	3	33	212	31	213	1.80e-56	182
Cau.Cau1AG001102	sp|Q9CA86|PEX2_ARATH	76.9	333	75	1	1	331	1	333	1.76e-189	528
Cau.Cau1AG001103	sp|Q8S3D1|BH068_ARATH	59.0	100	35	2	199	292	303	402	5.64e-29	117
Cau.Cau1AG001104	sp|Q93Z51|NIC4_ARATH	71.1	190	54	1	5	193	4	193	2.02e-92	271
Cau.Cau1AG001105	sp|Q93Z51|NIC4_ARATH	70.3	91	27	0	7	97	6	96	5.78e-41	137
Cau.Cau1AG001106	sp|Q93Z51|NIC4_ARATH	64.1	192	68	1	4	194	3	194	2.58e-87	258
Cau.Cau1AG001107	sp|Q9M817|PTR6_ARATH	67.1	572	179	5	27	592	22	590	5.59e-275	767
Cau.Cau1AG001108	sp|Q8LPL2|PTR32_ARATH	66.2	77	24	1	19	93	192	268	9.47e-23	94.0
Cau.Cau1AG001109	sp|P40986|CDC1_YEAST	30.4	335	200	11	33	352	70	386	1.87e-34	139
Cau.Cau1AG001111	sp|M4IS90|CCL8_HUMLU	78.3	313	62	3	6	316	297	605	8.30e-171	490
Cau.Cau1AG001112	sp|Q8H151|AAE13_ARATH	63.9	244	82	3	51	291	48	288	1.89e-90	283
Cau.Cau1AG001113	sp|Q2V4B9|PLST3_ARATH	71.8	486	132	1	1	486	11	491	5.31e-247	686
Cau.Cau1AG001114	sp|Q0WVL7|GOGC5_ARATH	58.5	996	293	11	1	916	1	956	1.92e-297	850
Cau.Cau1AG001115	sp|Q9SZD1|TCX5_ARATH	29.9	455	241	9	107	542	120	515	3.35e-39	154
Cau.Cau1AG001116	sp|Q9M812|CUT1C_ARATH	64.7	156	46	2	1	147	1	156	1.94e-59	184
Cau.Cau1AG001117	sp|P46607|HGL2_ARATH	68.3	646	184	7	1	640	116	746	7.46e-301	839
Cau.Cau1AG001118	sp|P16180|RR17_ARATH	66.4	152	43	2	2	153	4	147	2.91e-55	173
Cau.Cau1AG001119	sp|O81772|PER46_ARATH	30.6	317	157	4	12	270	15	326	4.77e-41	147
Cau.Cau1AG001120	sp|Q9SUI6|PSAH2_ARATH	81.4	145	26	1	1	144	1	145	5.76e-81	238
Cau.Cau1AG001121	sp|Q9CA89|ROGFC_ARATH	62.4	566	142	13	1	546	1	515	2.13e-213	604
Cau.Cau1AG001122	sp|A5CAL1|2KGR_VITVI	79.6	313	64	0	1	313	1	313	6.22e-184	512
Cau.Cau1AG001123	sp|A5CAL1|2KGR_VITVI	74.0	308	80	0	14	321	6	313	1.36e-166	468
Cau.Cau1AG001124	sp|A5CAL1|2KGR_VITVI	68.7	313	98	0	1	313	1	313	5.77e-159	449
Cau.Cau1AG001125	sp|P61285|DYL1_BOVIN	47.2	89	45	1	1	89	1	87	1.34e-21	84.0
Cau.Cau1AG001127	sp|Q66GQ3|PDI16_ARATH	57.4	542	215	4	5	544	6	533	1.01e-216	614
Cau.Cau1AG001128	sp|Q8L7A0|TAUE3_ARATH	57.2	477	196	4	1	472	1	474	1.15e-174	501
Cau.Cau1AG001129	sp|Q8L7A0|TAUE3_ARATH	68.2	412	126	2	64	475	66	472	2.12e-188	536
Cau.Cau1AG001130	sp|P60497|NU6M_ARATH	95.7	23	1	0	30	52	70	92	4.49e-07	47.0
Cau.Cau1AG001131	sp|Q8L7A0|TAUE3_ARATH	69.7	413	121	2	64	476	66	474	9.57e-197	558
Cau.Cau1AG001135	sp|Q8LEM8|RL373_ARATH	88.4	95	11	0	1	95	1	95	6.42e-57	173
Cau.Cau1AG001136	sp|F1R345|DDX11_DANRE	36.9	941	492	21	12	917	8	881	2.17e-167	514
Cau.Cau1AG001138	sp|O81755|PER48_ARATH	35.7	387	129	3	77	398	68	399	1.88e-68	224
Cau.Cau1AG001139	sp|Q940Y8|KN13B_ARATH	74.8	718	143	14	1	714	1	684	0.0	963
Cau.Cau1AG001140	sp|Q9ZNR6|PDX12_ARATH	75.7	305	71	2	3	304	10	314	5.95e-166	466
Cau.Cau1AG001141	sp|Q9ZNR6|PDX12_ARATH	60.5	271	96	2	19	283	28	293	3.05e-112	330
Cau.Cau1AG001142	sp|Q9CA93|BAC2_ARATH	75.3	299	59	4	1	298	1	285	2.86e-156	441
Cau.Cau1AG001145	sp|Q4SUE2|TMA7_TETNG	56.3	64	28	0	1	64	1	64	6.26e-14	62.4
Cau.Cau1AG001148	sp|Q09442|SF3B4_CAEEL	37.7	77	47	1	6	82	10	85	2.62e-11	64.7
Cau.Cau1AG001152	sp|Q8R1C6|MET22_MOUSE	36.6	213	109	8	7	211	193	387	2.19e-29	115
Cau.Cau1AG001153	sp|Q9AQW1|REL2_ORYSJ	30.6	435	272	6	299	712	324	749	3.86e-50	191
Cau.Cau1AG001154	sp|Q0ILQ6|RAB5A_ORYSJ	68.6	140	44	0	2	141	3	142	2.99e-62	193
Cau.Cau1AG001156	sp|P29677|MPPA_SOLTU	41.5	354	96	4	62	304	146	499	1.35e-69	227
Cau.Cau1AG001157	sp|Q9LX48|FBL66_ARATH	33.2	244	132	10	9	242	12	234	1.63e-15	82.4
Cau.Cau1AG001162	sp|Q7FGZ2|RH1_ARATH	72.9	499	135	0	2	500	5	503	5.33e-258	716
Cau.Cau1AG001164	sp|Q7FGZ2|RH1_ARATH	73.8	248	65	0	2	249	5	252	1.09e-120	358
Cau.Cau1AG001166	sp|Q9S7T5|OFP14_ARATH	38.3	324	120	10	1	284	1	284	3.41e-47	162
Cau.Cau1AG001167	sp|F4HQE2|RTEL1_ARATH	54.6	1040	401	13	1	1030	46	1024	0.0	1053
Cau.Cau1AG001168	sp|Q9S7C0|HSP7O_ARATH	78.4	849	155	5	1	846	1	824	0.0	1287
Cau.Cau1AG001170	sp|Q8VZI9|ENAP1_ARATH	34.5	197	120	3	171	364	22	212	4.02e-22	97.8
Cau.Cau1AG001171	sp|Q9LYE4|FLZ10_ARATH	37.1	321	147	10	37	349	41	314	6.69e-44	158
Cau.Cau1AG001172	sp|P93203|MFP1_SOLLC	48.2	508	258	4	18	523	9	513	1.40e-79	271
Cau.Cau1AG001173	sp|Q55E69|SYS1_DICDI	38.8	147	90	0	1	147	1	147	7.74e-33	119
Cau.Cau1AG001174	sp|Q9LW86|SUT34_ARATH	78.2	656	135	2	1	655	1	649	0.0	991
Cau.Cau1AG001175	sp|Q9FM94|FBD21_ARATH	32.2	208	109	6	5	210	1	178	2.71e-14	76.6
Cau.Cau1AG001177	sp|O24554|PLY_ZINEL	67.3	385	93	2	19	370	17	401	6.23e-185	520
Cau.Cau1AG001178	sp|Q9FM94|FBD21_ARATH	32.2	208	109	6	5	210	1	178	9.20e-14	76.6
Cau.Cau1AG001179	sp|Q9LXR4|FBL56_ARATH	32.0	241	137	9	5	241	2	219	1.59e-14	77.8
Cau.Cau1AG001181	sp|Q9C827|COB22_ARATH	80.6	921	163	3	1	910	1	916	0.0	1359
Cau.Cau1AG001182	sp|Q9C829|NU50A_ARATH	48.6	451	205	6	1	436	1	439	7.92e-104	318
Cau.Cau1AG001183	sp|A8MRP4|THNL2_ARATH	50.0	52	26	0	60	111	62	113	4.86e-12	60.8
Cau.Cau1AG001195	sp|F4I4K5|LPR1_ARATH	70.9	543	155	2	37	577	39	580	2.16e-295	816
Cau.Cau1AG001196	sp|Q43087|PYRB2_PEA	88.9	315	35	0	91	405	71	385	3.40e-199	557
Cau.Cau1AG001198	sp|Q9SVG7|BBE17_ARATH	58.6	510	201	6	27	535	25	525	2.45e-211	599
Cau.Cau1AG001199	sp|Q9SG02|RDR6_ARATH	60.5	1191	347	11	8	1077	8	1196	0.0	1367
Cau.Cau1AG001201	sp|Q9FZC5|FOX2_ARATH	55.8	520	220	5	8	520	10	526	3.54e-205	583
Cau.Cau1AG001204	sp|Q9LHF1|LRX4_ARATH	74.3	140	36	0	38	177	28	167	3.71e-73	231
Cau.Cau1AG001205	sp|Q93ZJ9|MLN51_ARATH	43.5	499	222	18	5	494	157	604	2.97e-75	251
Cau.Cau1AG001206	sp|P42982|BSHA_BACSU	47.4	57	28	1	616	672	265	319	5.00e-06	53.1
Cau.Cau1AG001208	sp|Q9LMR5|FK126_ARATH	54.2	360	159	4	1	355	1	359	1.26e-134	390
Cau.Cau1AG001210	sp|Q66LG9|CENPC_ARATH	33.4	422	199	16	3	409	5	359	1.33e-34	145
Cau.Cau1AG001211	sp|Q24JK4|XRCC1_ARATH	57.0	372	124	8	16	376	3	349	2.45e-116	345
Cau.Cau1AG001212	sp|Q8VZM1|NAA15_ARATH	77.0	901	202	4	1	900	1	897	0.0	1338
Cau.Cau1AG001213	sp|Q8LDB8|RING2_ARATH	32.3	316	185	9	110	413	75	373	4.95e-38	144
Cau.Cau1AG001214	sp|Q9M1H3|AB4F_ARATH	82.2	731	114	7	1	723	1	723	0.0	1105
Cau.Cau1AG001215	sp|P13088|AUX22_SOYBN	69.0	187	45	3	3	185	8	185	3.81e-86	254
Cau.Cau1AG001216	sp|Q38832|IAA14_ARATH	50.7	219	74	4	13	197	5	223	2.11e-62	196
Cau.Cau1AG001218	sp|Q944I4|GLYK_ARATH	72.7	374	100	2	13	385	81	453	1.66e-204	573
Cau.Cau1AG001219	sp|Q9C968|CCA24_ARATH	58.3	472	158	6	18	481	19	459	3.24e-165	477
Cau.Cau1AG001221	sp|Q9C969|ISS1_ARATH	72.3	394	108	1	1	393	1	394	6.13e-217	602
Cau.Cau1AG001222	sp|Q9SEX2|KTNA1_ARATH	82.3	524	90	3	1	522	1	523	1.73e-298	819
Cau.Cau1AG001224	sp|O24648|G3OX_PEA	67.4	353	109	3	1	348	1	352	2.60e-175	494
Cau.Cau1AG001225	sp|O24648|G3OX_PEA	59.5	353	135	4	4	350	3	353	1.90e-148	426
Cau.Cau1AG001226	sp|Q945B6|AOP1L_ARATH	59.3	312	116	4	7	312	12	318	4.21e-128	371
Cau.Cau1AG001227	sp|A0A0N9HQ36|2ODD_SINHE	48.4	312	153	3	1	312	1	304	9.40e-100	298
Cau.Cau1AG001228	sp|O24648|G3OX_PEA	58.1	74	30	1	8	80	270	343	5.09e-23	93.2
Cau.Cau1AG001229	sp|A0A0N9HQ36|2ODD_SINHE	43.9	314	170	4	1	313	1	309	7.41e-86	263
Cau.Cau1AG001230	sp|Q945B6|AOP1L_ARATH	41.9	310	168	4	38	339	16	321	1.75e-85	263
Cau.Cau1AG001231	sp|Q945B6|AOP1L_ARATH	42.2	315	168	6	8	314	13	321	6.58e-76	238
Cau.Cau1AG001232	sp|A0A0N9HQ36|2ODD_SINHE	44.0	307	161	6	2	306	7	304	9.59e-80	247
Cau.Cau1AG001233	sp|Q76CU2|PDR1_TOBAC	57.1	133	45	2	16	137	30	161	8.11e-39	142
Cau.Cau1AG001234	sp|Q76CU2|PDR1_TOBAC	66.2	133	45	0	17	149	26	158	4.45e-52	181
Cau.Cau1AG001235	sp|Q76CU2|PDR1_TOBAC	64.7	136	48	0	17	152	26	161	1.98e-50	176
Cau.Cau1AG001236	sp|Q76CU2|PDR1_TOBAC	62.5	136	51	0	17	152	26	161	2.49e-48	170
Cau.Cau1AG001237	sp|Q76CU2|PDR1_TOBAC	50.0	136	66	2	18	153	28	161	9.63e-34	128
Cau.Cau1AG001238	sp|Q949G3|PDR1_NICPL	71.6	88	25	0	19	106	34	121	5.04e-34	126
Cau.Cau1AG001239	sp|Q76CU2|PDR1_TOBAC	63.8	141	36	3	13	141	21	158	3.50e-47	166
Cau.Cau1AG001241	sp|Q0WP36|MOT2_ARATH	73.1	465	107	7	10	466	3	457	3.96e-217	608
